index,text,true_label,predicted_label,probability,confidence,error_type,review_length
23448,"I watch a lot of Vampire movies. I KNOW vampire movies. Hammer Films have always been my favorites. Christopher Lee will always be the best Dracula. <br /><br />Vampire Effect is a fun movie from the beginning to the end. The dubbing is not great, but I also like Godzilla movies, so I am used to badly dubbed movies. Anyway, I liked this movie very much. The SFX are great. Even though Jackie Chans part in the movie has nothing to do with the plot and seems to be added to sell the movie, he is enjoyable in it. The Fang work is excellent. The acting is not great, but this could have something to do with the bad dubbing. Maybe the actual language would sound better with the movie if I could understand it. I am sure the movie Gone With The Wind sounds worse in another language.<br /><br />I own this on DVD and would not part with. I have it sitting on my bookshelf next to my Hammer Films DVDs.",1,0,0.028480205684900284,0.9430395886301994,FN,169
23451,"There must have been some interesting conversations on the set of Eagle's Wing, with Martin Sheen straight off Apocalypse Now co-starred with the actor he replaced on Coppola's film, Harvey Keitel. A real unloved child of a movie, dating back to the last major batch of Westerns in 1979-80, it was much reviled at the time for being made by a British studio and director (conveniently ignoring the fact that many of the classic American westerns were directed by European émigrés), which seems a bit of an over-reaction.<br /><br />The plot is simplicity itself, as Martin Sheen's inexperienced trapper finds himself fighting with Sam Waterston's nonosyllabic Kiowa warrior over the possession of a beautiful white horse, the Eagle's Wing, across a harsh and primitive landscape in a time ""before the legends began."" Aside from Caroline Langrishe's captive Irish governess, the supporting cast have little to do (Stephane Audran never even gets to open her mouth) and it is a little slow, but Anthony Harvey's film does boast terrific Scope photography from Billy Williams and a good score from Marc Wilkinson.",1,0,0.01217152364552021,0.9756569527089596,FN,177
23454,"8 points for take on probably what really kinda maybe more what it was like back then. American Indians probably stole more than killed. Who really knows? Nice slower odd pursuit means it has a pace and... interesting and unique. Thankfully not another mindless shoot em up. I thought this would suck at first, I wound up getting wrapped up... nice treasure... good job! I have hopes nobody dissects this film. When the entire movie unfolds you have many unique twists, impossible to determine what will be next. The characters are human and have either honor or not... passion or not... forgiveness or not. Wound up loving the White Horse, the Indian, Sheen even the damned desert. All good.",1,0,0.1889333575963974,0.6221332848072052,FN,118
23464,"i guess if they are not brother this film will became very common. how long were they can keep this ? if we were part,what should they do?so natural feelings,so plain and barren words.But I almost cried last night blood relationship brotherhood love knot film.in another word,the elder brother is very cute.if they are not brothers,they won't have so many forbidden factors，from the family、society、friends、even hearts of their own at the very beginning.The elder brother is doubtful of whether he is coming out or not at the beginning .maybe the little brother being so long time with his brother and even can't got any praise from his father，this made him very upset and even sad,maybe this is a key blasting fuse let him feel there were no one in the world loving him except his beloved brother. and i want to say ,this is a so human-natural feeling ,there is nothing to be shamed,you may fell in love your mother、brother、sister.Just a frail heart looking for backbone to rely on",1,0,0.005923323333263397,0.9881533533334732,FN,167
23473,"Hollywood movies since the 1930s have treated gays as lepers. In condemning homosexuality, the film industry has reflected only what the repressive society of its day espoused as an ideology. For example, in the 1962 Otto Preminger melodrama ""Advise and Consent,"" straight actor Don Murray was cast as a queer congressman who commits suicide rather than confess his alternative lifestyle. Gay movie characters have covered a lot of ground since ""Advise and Consent."" In the 1997 movie ""In & Out,"" (**1/2 out of ****), heterosexual actor Kevin Kline is cast as a homosexual teacher who comes out of the closet on his wedding day. While the conservative Hollywood of yesteryear stipulated that the congressional queer in ""Advise and Consent"" had to commit suicide, the liberal Hollywood of today dictates that the gay English teacher should be embraced rather than maced.<br /><br />Basically, ""In & Out"" preaches good citizenship in the garb of a politically correct comedy. Director Frank Oz and scenarist Scott Rudnick endorse honesty as the best policy because honesty always ensures happiness. High school teacher Howard Brackett (Kevin Kline of ""The Big Chill"") will be happy only after he comes out of the closet, just as his once-fat-but-now-thin fiancée Emily (Joan Cusack) will only feel happy when she can ditch her diet. Ultimately, the movie contends that straight society will accept gays when homosexuals can act with greater honesty and candor about themselves. The happily outed gay tabloid reporter played by straight actor Tom Selleck here effectively dramatizes this open-minded commentary.<br /><br />Rudnick's lightweight script embellishes the true life incident that occurred at the Oscars when Tom Hanks paid tribute to a high school teacher. In ""In & Out,"" Cameron Drake (Matt Dillon), a blond, Brad Pitt style bimbo type actor, wins the Oscar for impersonating a fruity foot soldier. Drake honors his mentor Howard Brackett during his acceptance speech. Not contend to stop there, the candid Cameron reveals to a live, television audience that Howard is gay! Suspicion, paranoia, and horror set in as the media descend upon the sleepy town of Green Leaf, Indiana. (When would a no-name high school English teacher's sexual deviance spark such massive media concern?) Among those reporters lurks Peter Malloy (Tom Selleck of ""High Road to China""), and he wants to do a week-long exclusive one on Howard. Howard, however, wants nothing to do with the witch-hunting media, especially the pesky Peter Malloy. Howard denies Drake's gay charges to everybody, including his fiancée and his mom. Malloy lingers because he smells a scoop. The revelation has turned Green Leaf upside down. High school principal Tom Halliwell (Bob Newhart) squirms nervously with all the media coverage. Halliwell warns Howard that were his marriage not imminent, he'd have to give him a pink slip. Meanwhile, Peter bets Howard that his marriage to Emily will fall through at the last moment and he'll be there to record the result on camera.<br /><br />Howard resorts to audio tapes about macho men. He struggles to reform himself. But Howard's efforts are futile. Guilt swells up inside him. And then there is Peter Malloy, who rags him to come clean about his homosexuality. Finally, at the altar in the sight of God, Howard bursts. Of course, bride-to-be Emily Montgomery is floored by Howard's gay confession. Predictably, the school fires Howard, but he shows up for graduation. Drake shows up, too, and rushes to Brackett's defense. Not only has the school stripped Howard of his job, but they've also given his teacher-of-the-year award to somebody else. Drake appeals to the principal and wins Howard the unanimous support of the community.<br /><br />The biggest defect in Rudnick's contrived script is Howard himself. Rudnick has created a character too chaste to be true, either by gray or straight standards. Howard Brackett looms as more of a saint than a sinner. He helps one student gain admission to college, and he coaches the track team. How often do you hear of an English teacher doubling as a coach, too? Everybody at his high school adores Howard. He doesn't have a mean bone in his body. Further, Rudnick and Oz ask us to believe that nobody else in Green Leaf is gay. Where are Howard's gay friends? Are they too scared to come to his defense? No, ""In & Out"" is not targeted strictly at homosexual audiences. Oz, whose screen credits include cute comedies like ""Dirty Rotten Scoundrels"" and ""House Sitter,"" as well as Rudnick teeter on a politically correct tightrope. ""In & Out"" is not a gay recruiting movie. The filmmakers show no interest in what prompted either Howard or Peter Malloy to prefer the gay lifestyle. Instead, Oz and Rudnick are only interested in shoring up a thin premise: Is he or isn't he gay? They flesh it out to involve the community response to the answer. Finally, when Howard admits that he is gay, the filmmakers devote the rest of the movies to showing how a conservative, Norman Rockwell-like town can accept him despite his difference.<br /><br />The most shocking scenes in ""In & Out"" is probably when tabloid reporter Malloy does a lip lock on Howard. Straight guys kissing each other in a movie about a gay identity crisis are as hilarious as they are phony. Kline and Selleck grind their faces together in what appears as more of a head-on collision than a closed-mouth kiss. Nothing at all like the controversial 1994 British movie ""Priest,"" ""In & Out"" emerges as an engaging but labored piece of social propaganda with its okay-to-be-act message. If ""Ellen"" weren't the TV equivalent, ""In & Out"" would probably be heading toward TV as a new sitcom. Watching ""In & Out"" is not so much about dealing with the issue of gay or straight, but how to be a decent person in the last days of the 20th century. What makes ""In & Out"" a tolerable comedy about sexual intolerance is its equal opportunity cheers and jeers about queers and steers.",1,0,0.08397500962018967,0.8320499807596207,FN,973
23481,"Joan Cusack steals the show! The premise is good, the plot line interesting and the screenplay was OK. A tad too simplistic in that a coming-out story of a gay man was so positive when it is usually not quite-so-positive. Then again, it IS fiction. :) All in all an entertaining romp.<br /><br />One thing I noticed was the ""inside-joke"" aspect. Since the target-audience probably was straight, they may not get the gay ""stuff"" in context with the story. <br /><br />Kevin Kline showed a facet of his acting prowess that screenwriters sometimes don't take in consideration when suggesting Kline for a part.<br /><br />This one hit the mark.",1,0,0.3570795953273773,0.28584080934524536,FN,102
23486,"Paul Rudnick (Jeffrey, Addams Family Values) wrote this frothy tale of a mild mannered school teacher (Kevin Kline) who is outted on the Academy Awards by a former student-turned-actor (Matt Dillon). The rest of the film deals with the absurdities revolving around this setup -the effect on the town, his fiancee (Joan Cusack), himself- and climaxes with an everybody-loves-everybody finale.<br /><br /> If you're an angry gay rights activist or a naive youth looking for an accurate portrayal of a man's struggle to come out or a 'true' depiction of gay life, then save yourself the trouble and rent something else (maybe Beautiful Thing) or read a book (Giovanni's Room). If you are able to understand that this film was inspired by the piousness of Tom Hanks's speech on the Academy Awards when he won for Philadelphia and pokes fun at Hollywood culture and small town ignorance and you have a fondness for '30's screwball comedy (Bringing Up Baby, Holiday, The Palm Beach Story) then enjoy! Far from being a biting satire, the film tries for the exuberance of a Preston Sturges farce and comes damn close. No, it's not 'deep' or 'powerful' -neither were Romy & Michelle, 9 to 5, or Young Frankenstein- and it doesn't pretend to be; it keeps it's tongue-firmly-in-cheek. It gets too preachy and maudlin for its own good toward the end and sure some of the jokes are a bit stale (there's also a locker room scene that could have been cut) but after sitting through countless comedies that misfire, it's like a breath of fresh air.<br /><br /> Kevin Kline and Tom Selleck are wonderfully game while Debbie Reynolds and Wilford Brimley add fine support. The excellent Joan Cusack's award winning performance is stellar and the great Bob Newhart is, well, Bob Newhart. <br /><br /> The fact that many have been offended by In & Out is as absurd as the mentality of the townsfolk it pokes fun at; personally, I was more offended by Philadelphia. I'll take harmless fluff over sanctimoniousness anytime.",1,0,0.019997525960206985,0.960004948079586,FN,330
23523,"Film follows a bunch of students in the NYC High School of the Performing Arts. There's Coco (Irene Cara) a black singer who WILL make it to the top despite everything. She's helped by Bruno (Lee Curren) a white musician. Then there's Doris (Maureen Teefy) who wants to be an actress--but she's shy and scared. She becomes friends with Motgomery (Paul McCrane)--purportedly the only gay student in the school and is romanced by Raul (Barry Miller). Then there's Leroy (Gene Anthony Ray--who sadly died in 2003) who's homeless and a great dancer--but can't read. Then there's various teachers (Albert Hague, Anne Meara stand out) trying to teach the kids.<br /><br />The songs are GREAT (the title tune and ""Out Here On My Own"" were nominated for Best Song--""Fame"" won), the dances are energetic and the young cast shows plenty of ambition and talent. BUT this film misses the boat in the drama department. Many plot lines are brought up and completely left open-ended by the end of the movie. Why did Coco do a porno? Did Doris and Raul remain together afterwords? Did either make it? How about Montgomery--what happened to him? And did Leroy ever graduate--and how? There are too many long speeches (Raul has two) and moments that just lead to nothing. I'm assuming there were cuts in the script--I can't believe the movie just left all this open. <br /><br />Still, it's worth seeing for the acting and, again, the music. There's basically not one bad song and the dances go full force (and at one point stop traffic--literally!). My favorites are ""Fame"", ""Out Here..."" and ""I Sing the Body Electric"" which is a great closing song. So I recommend it but can only give it a 7--the script really needed to tie up loose ends--and it didn't.<br /><br />Trivia: They wanted to shot this film at the actual School for Performing Arts but couldn't get permission. The dean of the school read the script and said there was way too much swearing in the film. That is true--there is a LOT of foul language but that's how high school kids talk. Avoid the TV version which abysmally overdubs it.",1,0,0.013755678199231625,0.9724886436015368,FN,356
23528,"I expected FAME to be an uplifting film but it ended up the opposite. The overall plot which follows the lives of several determined students attending a performing arts school has strong potential. However, FAME builds its characters up beautifully and then leaves us with so many questions when its over. I was very surprised when the graduation scene pops up -- we thought the DVD had skipped or something. All of the characters have internal and external conflicts of some sort and virtually none of them are resolved when the movie ends! You might think there are too many characters, but its probably too many scenes. Its evident the film was cut up and shortened because its sometimes lacks transition. I think Laura Dean as Lisa Monroe is my favorite character. I really connected with her character's ambition and following her heart. Boyd Gaines as Michael, the stereotypical poor student who can't read but is a divine dancer, is also very good. I didn't especially like Irene Cara's character of Coco, but this is not Cara's fault since her script is weak and her character is not fleshed out. Her voice is beautiful and hearing her songs warrants watching the whole film. In summary, the film could use many improvements, but the quality actors and great music earn its place in film history.",1,0,0.36288294196128845,0.2742341160774231,FN,223
23531,"Well,I am a dancer so automatically I liked this film. The only thing I didn't like was they didn't have much dancing as I thought there would be. But I have to say the it was a good dance film. I think there should be more songs too. But it was a good film as i said before! My rating 9/10!",1,0,0.4311985373497009,0.13760292530059814,FN,60
23534,"I had always wanted to see this film and the first three-fourths proved I hadn't waited in vain. But what the hell happened in the end? I mean, don't get me wrong, I liked the film. It definitely made me nostalgic of the realistic, unique NYC of the 80s that we have lost thanks to Giuliani. But it's missing another half hour!",1,0,0.40549778938293457,0.18900442123413086,FN,62
23537,"Late night on BBC1, was on my way to bed but curiosity piqued at a contemporary-set Irish film so I stayed to watch for a few minutes and then stayed to the end. I have to admit that the main attraction was the only English actress, Kelly Reilly, who is stunning to look at.<br /><br />This is billed as a black comedy, which is one of the hardest things to pull off. It should be the perfect blend of horror and horrible laughs so that in the end you don't know why you're laughing - for me Martin Scorsese's After Hours (1985) is the best example. Dead Bodies is more black than comedy but the plot rattles along and spirals down towards further blackness. I didn't spot the final twists in the tale as some other posters here did so I was suitably surprised.<br /><br />As a snapshot of the Irish film industry in 2003, it all seems rather worthy; it doesn't look like they spent too much on the making of it so it had a chance to make its money back. The script could've been a whole lot sharper but the acting was on the whole pretty good. I'm glad I watched it, flaws and all, tho I don't think I learnt much about Ireland today, especially their policing methods!",1,0,0.45324304699897766,0.09351390600204468,FN,215
23549,"In the movie, ""The Falcon and the Snowman"", when they were showing Christopher Boyce around the complex, the satellite in the background was the actual Ryholite satellite that is now in space. TRW allowed interior shots. TRW also allowed both interior and exterior shots for one of the original Star Trek TV series. (The episode is the one where Spock goes blind when a string of satellite lights are activated to kill the aliens). Christopher escaped jail (Lompock) and was featured on America's Most Wanted. He was drinking in a bar when the show aired. He said, ""Hey, that's me"". Needless to say, he was captured and transfered to a maximum security jail.",1,0,0.37370216846466064,0.2525956630706787,FN,113
23563,"The Falcon and the Snowman is based on a true story. Christopher Boyce, and Andrew Daulton Lee, (the titular traitors,) played by Timothy Hutton and Sean Penn, received their code- names from the KGB. Why? Boyce was an avid falconer and Lee was a coke head. The movie is based on a true story. It's based on the book of the same name. Another reviewer asked what was their motivation? Disillusionment it ain't. Ideology it ain't. (Pardon my bad grammar,) but I'm making a point here. What was it if it wasn't disillusionment or ideology? In a word, greed. By the time of the Boyce-Lee case, money became the great motivator and not ideology. Don't believe me? Then look at the Walker Family Spy Ring which was broken in the late '80s. Three spies did the worst damage to our national security in the '70s and '80s. John Walker, who began his career as a spy in the '60s, Christopher Boyce, and Andrew Daulton Lee. All three sold out this country for thirty pieces of silver. If you aren't familiar with that phrase, I suggest you read the Bible.",1,0,0.04754922166466713,0.9049015566706657,FN,189
23564,Take a young liberal idealist Christopher Boyce (Timothy Hutton) put in a top secret classification in a government front company because of his father's position team him up with a no'count drug dealer Daulton Lee (Sean Penn) who is wanted by the police and needs a new source of income and you have a recipe for espionage. Sean Penn played the part of the punk drug dealer with a certain sang froid probably out of particular verisimilitude with such raunchy types. The gall Penn carries with him in every situation is unique; he even suggests the Soviets run drugs for him.<br /><br />I've seen the movie over and over again and each time I see something new. It seems to me that a major problem with US spy organizations is its inbreeding which leads to the hiring of an obviously unsuitable candidate by reason of temperament and inclination for a government front company.<br /><br />I do recall when the Falconeer escaped from prison and led the authorities on a wild goose chase. I see that despite the escape he is now released. A pity the Soviets are no longer around to accept the wretch! A Cheery Cherio!,1,0,0.12823835015296936,0.7435232996940613,FN,193
23570,"This movie brings to mind ""Boys 'n the Hood,"" ""Menace to Society,"" ""South Central"" and others of its ilk and even shares actors with some of them. The film's ""us vs. the law"" mentality is underscored by the all-black neighborhood vs. the nearly all-white police force. Here the cops are so bad they seem like caricatures and in one scene they even ambush the boys as they drive by in a car they've just ""liberated"" from its owner. It's like a bushwhacking from an old Western, but the contemporary setting makes it look all too real.<br /><br />The story centers on young Jason Petty and his buddies, to whom school is just an inconvenience that takes time away from their ""real occupation"" of boosting cars. This happens to be Newark, N.J., a rust-belt city low on jobs but notoriously high on crime. In fact the problem is so severe that the cops all have ""Car Theft"" written on their backs, to show that an entire unit must be devoted to this particular crime.<br /><br />The boys use a ""slim Jim"" to gleefully break into cars and go joy-riding, as if it's no big deal. They only run into real trouble when the police ambush them. The vicious, Nazi-like Lt. has a vendetta against the boys, seeing them not as human beings who might be worthy of redemption, but as human targets. In fact, he's a little reminiscent of that sadistic Nazi officer of the Warsaw ghetto, who shot down Jews for pleasure in the film ""Schindler's List."" When the boys steal a police car in retribution for the ambush, things predictably go downhill fast. They are severely beaten by the cops and Jason finally ends up in prison. Clearly these are ""bad boys,"" who'd steal your car in a minute, but the film wants us to see them as anti-heroes, showing Jason protecting his sister and his friend taking care of his own grandmother. The film left us wondering whose side to take and who to feel sadder for: the boys whose lives are going down the drain, the honest citizens whose cars are being stolen left and right and who could be caught in the crossfire of a shootout at any moment or the city of Newark itself, the spirit of whose law is being betrayed by brutal, soul-dead cops.<br /><br />In spite of the over-the-top portrayal of the latter, the film offers a realistic-looking rendering of the ghetto, of the protagonists and their families and of the culture of car theft in a city where there appears to be only 2 career paths - law enforcement and crime. Strangely, the entire subject of drugs is never mentioned.<br /><br />The filmmakers (including producer Spike Lee) are obviously biased against the Newark police, who, we hope, are not as bad they are portrayed here. Nevertheless, they've given us yet another a strong, affecting story about the inner city and black youth gone awry and Sharron Corley is fine as Jason.",1,0,0.3751690685749054,0.2496618628501892,FN,490
23571,"I lived in that area (Hoboken and Jersey City)for about ten years. This film certainly captures the feel of that time and place. The dialogue is very good, the music is right and scenarios realistic. As another poster said, it looks almost like a documentary.<br /><br />I like the way it humanizes these kids, who probably would have rather have been born in Westchester, but fall into what kids fall into. It just so happens that area is pretty rough.<br /><br />They over-demonize the cops quite a bit, but that's to be expected. I'd say the acting is good all-around, too.<br /><br />It gives the viewer some sense of how this idiocy is caused and gets blown out-of-proportion. Hopefully, the new mayor of Newark is making progress.",1,0,0.42954665422439575,0.1409066915512085,FN,121
23591,"78 years ago...the premiere of ""Anna Christie"" advertised by the slogan ""Garbo Talks!"" The film runs for 16 minutes and the viewers reach the climax of curiosity: Greta enters the bar and gets through a long awaited transfer from silence into sound: a few seconds closing her silent era and, at last, Greta Garbo says a historic line: ""Gimme a whiskey, ginger ale on the side and don't be stingy, baby!"" <br /><br />""Anna Christie"" (1930) is the movie by Clarence Brown that introduced a great silent star Greta Garbo to talkies. Nowadays, we can only imagine what serious transfer it was for actors and actresses. The careers of many were bound to end - something we hardly or not at all see at present. And it was no coincidence that it was Clarence Brown who directed the first talkie with the Swedish beauty. Garbo trusted the director after two of his great silent productions, FLESH AND THE DEVIL (1926) and A WOMAN OF AFFAIRS (1928): movies that achieved a smashing success at the box office, both with Garbo in the lead. <br /><br />But we are in 2008 and that fact about the movie, now purely historical, appears to be of minor importance. The question for today's viewer is not what Garbo's voice sounds like but if the movie is still watchable after these 78 years. In other words, we all strive to answer the question if the movie has stood a test of time. Has it?<br /><br />When I recently watched it, I came into conclusion that, except for some minor technical aspects, including static camera, ""Anna Christie"" is still very entertaining. It's, on the one hand, a wonderful story of a life, of a reality that the young woman faces (being based on Eugene O""Neill's play), and, on the other hand, an artistic manifestation of true magnificence in the field of direction and acting. Let me analyze these two aspects in separate paragraphs.<br /><br />CONTENT: Chris Christopherson (George F Marion), a heavy drinker, lives a life of a sailor, on a barge. Although his days are filled with sorrows, he is consoled by a letter from his daughter Anna (Garbo) whom he hasn't seen for 15 years. She says that she will come back to him. He starts to change everything for better; however forgets that his daughter is no longer a child lacking experience but a 23 year-old woman who has got through various sorts of things on a farm in Minnessota where she lived and worked. Moreover, he forgets that she has a right to accept another kind of male love in her life... This brief presentation of the content not from the perspective of the main character but the one which is introduced to us sooner than Anna (her father Chris) makes you realize how universal it is. Simply no letter from the whole text that life appears to be has been erased after all these years. Cases discussed here in 1930 are still meaningful and valid...<br /><br />PERFORMANCES. There are not many characters in the movie, but there are two that really shine in the roles. It is of course Greta Garbo herself who did something extraordinary in her 15 year-long phenomenon, the presence that strongly marked the history of early cinema (something I have already discussed in many of my earlier comments on her films). But here, Garbo is slightly different. I admit that there are moments in this movie when she does not feel very comfortable with her role. That seems to be caused by her new experience with sound in English; however, her performance is, as always, genuine and unique. But that is what everyone has expected from Garbo. The true surprise of the movie for the 1930 viewers and also for us is Marie Dressler as Marthy. She is excellent in her facial expressions, in her accent, in the entire portrayal of a drinking woman who looks at life from the perspective of ""hitting the bottle."" Her best moments include the conversation with Anna Christie in the bar preceded by her hilarious talk with Chris. The rest of the supporting cast are fine yet not great whatsoever (here the German version makes up for it). Particularly Dressler, except for Garbo herself, constitutes an absolutely flawless choice.<br /><br />If you asked me what I like about ""Anna Christie"" nowadays, that's what I would tell you: it's a classic movie. However, there is one more thing that I must mention at the end. It is humor, wonderful wit that is noticeable throughout. Although the content is quite serious and ""Anna Christie"" in no way carries a comedian spirit (the only Garbo's comedy was NINOTCHKA), there are such moments when you will split your sides. Don't skip, for instance, Anna and Matt's visit in the fun park, particularly at the restaurant where he orders milk for her thinking how virtuous and innocent she is, beer for himself and where suddenly Marthy joins them by chance...<br /><br />""Anna Christie"" is a perfect movie for classic buffs and a must see for all at least a bit interested in the true magnificence of performance. If you are fed up with many of those modern starlets, seek such movies out and you shall be satisfied. Very worth your search! <br /><br />Skaal Greta Garbo! Skaal Marie Dressler! Let us drink a toast to the great jobs you did in the movie! Skaal after all these years when wine tastes much better and your spirits are with us in a different sense...",1,0,0.2821345031261444,0.4357309937477112,FN,897
23598,Viewing both of these films concurrently is not a bad idea to get a sense of early film production and acting for the camera styles. I give the nod to Garbo(but not by much)in regard to her naturalness. Robeson is majestic. But his performance is aimed for a large proscenium theater. Something else that struck me was the movies themes of empowerment for women and minorities. There hadn't been any films coming out of Hollywood yet that allowed the voices of marginal characters like Anna and Brutus to take the foreground. These were very progressive films for their time. It's quite probable that O'Neill saw the writing on the wall way before everyone else did about the future of America.,1,0,0.28670698404312134,0.4265860319137573,FN,120
23617,"There are many things to admire about this film, but the thing that got me above all others was the part of an eccentric recluse, the sort of role that Hollywood loves & romanticizes but which here is absolutely convincing & unlike any character I've encounterd in film or in life. Also a very convincing & disturbing depiction of Tourete's syndrome",1,0,0.2553882300853729,0.48922353982925415,FN,58
23621,"Not only is this a very interesting exploration of Tourette's and how we react to people in our lives, it has some of the most well-filmed views of a bleak northern winter landscape. There's nothing pretty about this film, but it stays with the viewer.",1,0,0.11123927682638168,0.7775214463472366,FN,45
23638,"This movie is about three teens who have been best friends for the longest time, and go on the most messed up ride of their life. When Heroine becomes the choice drug in their town, these three teens find themselves wrapped up in it all. This movie portrays heroine addiction very well, and is something you can't stop watching. MTV has never been the best at doing made for tv movies, but this one has to much good content to not watch it. I enjoyed this film, at the beginning I thought it would be the worst movie I've seen, but then as it went on it got better, and I couldn't turn away.",1,0,0.4042748212814331,0.1914503574371338,FN,114
23639,"What can I say? I couldn't sleep and I came across this movie on MTV. I started watching it with every intention of changing the channel if it started to get lame as so many anti-drug movies do but I got sucked into this movie and I couldn't stop watching. Nick Stahl did an amazing job with his character, and in my opinion he really made the movie something worth watching. I was interested in purchasing the soundtrack to the movie (or even the movie itself) and MTV.com was no help at all, but believe it or not Amazon.com is taking pre-orders for the August 5th release of the movie on DVD. I know I had a hard time tracking it down, and I'm sure other people might have had the same problem. I'm buying my own copy so I can drool over Nick Stahl while bawling my eyes out at the same time thanks to the emotional storyline!",1,0,0.032448261976242065,0.9351034760475159,FN,159
23644,"Spoiler begin The movie focuses on three friends, Samantha (Summer Phoenix), Chris (Nick Stahl), and Owen (Aaron Paul). The movie starts out with Sam and Owen as the drug addicts, and Chris, the track star, as the one who takes care of them. As things get increasingly worse at home for Chris, he asks Sam what the drug is like. Sam is out of rehab and sober by this point and tells him it makes everything better. Chris then catches up with Owen and they start using. It takes chris two times till he is a "" full time member"". After some trouble with a dealer and a confession to Sam, she gets in again. So begins the downward spiral for them. Chris od's when he breaks a promise to Sam (I want some of the movie to be a surprise). He dies, Sam gets in to college to be an Architect, and Owen gets arrested. so ends the story<br /><br />Spoiler ends. minor spoilers throughout<br /><br />Nick stahl is amazing. He will have an Oscar one day. His portrayal of Chris was Heartbreaking. He was the only one that felt real in the movie as far as drug use goes. Aaron Paul who played Owen acted as if he were on speed not heroin. Summer Phoenix was fine, she is talented but what can i say Nick Stahl stole the movie. His drugged eyes, his slow movements, everything was perfect. <br /><br />The writers needed to show withdrawls in the movie. That is a main reason why people don't want to quit. Other then that there are hilarious scenes (the mall scene, and the Backstreet boy scene,man Stahl nailed the reactions right on the head.), Touching, sad scenes (Like the scene between Sam and Chris in her bedroom after he gets beat up, i bawled, and the park scene.). It was realistic too. Like S am using again when Chris wanted to flush the drug down the toilet, and Chris using again after he goes to Own's, even though he had been clean for two weeks, the pull was too strong. it is all realistic. <br /><br />Watch the movie for a great cast, great music, and a semi- truthful account of drug addiction.",1,0,0.010014261119067669,0.9799714777618647,FN,366
23646,"I saw this a good while ago, but i just cant get over it. I have looked everywhere to try and find out where i can get a copy of it but i have not been able to get a hold of it. I really reccomend this movie and if anyone has any info about how i can get a copy then let me know. thanx",1,0,0.4064374566078186,0.1871250867843628,FN,66
23647,black tar can't be snorted there's a documentary: dark end of the street about s.f. street punks and b.t. abuse - not bad - quite heavy. in wasted there's this stuff that looks like coke but should be something else... no big deal. black tar can't be snorted there's a documentary: dark end of the street about s.f. street punks and b.t. abuse - not bad - quite heavy. in wasted there's this stuff that looks like coke but should be something else... no big deal. black tar can't be snorted there's a documentary: dark end of the street about s.f. street punks and b.t. abuse - not bad - quite heavy. in wasted there's this stuff that looks like coke but should be something else... no big deal.,1,0,0.004664496053010225,0.9906710078939795,FN,123
23652,"I'm sure all of the Canadians on IMDb are all too familiar with Canadian content, and how much of it is... well, shall we say, lackluster. There are a select few Canadian shows that are actually worth watching, however, this is definitely one of them.<br /><br />Simple premise. Two guys picking up girls in a bar with certain guidelines and rules, add in some witty and clever commentary from a group of surprisingly likable self-proclaimed ""Alpha Males"" and you have yourself some very entertaining programming. Each episode is solid. If the ""players"" are sub-par, there are some awkward moments to be had, and there is some gentle fun poked at them. If the ""players"" are good, it leads to moments that you just have to stand up and applaud, and some comical praise lavished at them.<br /><br />The premise is kind of trashy, I know, and as a guy who usually takes pride in the fact that I'm elevated himself above typical, terrible reality television, it takes a lot for me to admit that this show is actually funny and enjoyable.<br /><br />One thing that must be pointed out is how The Comedy Network did a terrible job marketing this show. For the longest time, I didn't even know the premise, and all I knew was that there was somehow a shirtless guy who ""loves cougars"" involved. However, after actually watching the show, I was surprised by how surprisingly slick it looks for Canadian content (despite a pretty lame opening credits sequence). So give it a chance. I have yet to find someone in the target demographic (18-30 year old males) who have actually watched the show (and not just the annoying commercials) who hasn't liked it.<br /><br />Bring it back for a third season, Comedy Network. It actually has a good premise, as opposed to some other Canadian shows you've had (cough*girls will be girls*cough). I usually reserve 10/10 ratings for ""works of art,"" but I just have so much fun watching this show and I think that it has been unfairly judged my many, that I just had to.",1,0,0.39855730533599854,0.20288538932800293,FN,341
